chr1,start,end,TE_id,UniqPathogens,TE_location,class,family,feature,chr2,gene_start,gene_end,gene_width,strand,gene_info,distance,gene_name
chr20,62598039,62598641,L1ME1_c2877475,5,L1ME1_chr20:62598040,LINE,L1,intergenic,chr20,62601125,62603355,2230,-,ENSG00000273812.3,2485,LINC02970
chr20,62622172,62622620,MLT1D_c2877509,5,MLT1D_chr20:62622173,LTR,ERVL-MaLR,intergenic,chr20,62633680,62635504,1824,-,ENSG00000232121.1,11061,ENSG00000232121
chr21,7862797,7865745,L1PB1_c2882805,5,L1PB1_chr21:7862798,LINE,L1,intergenic,chr21,7816676,7829632,12956,-,ENSG00000276289.6,33166,ENSG00000276289
chr21,17694218,17695183,LTR5_Hs_c2893787,6,LTR5_Hs_chr21:17694219,LTR,ERVK,intergenic,chr21,17705407,17707455,2048,+,ENSG00000279648.1,10225,ENSG00000279648
chr21,25575494,25575790,AluSz_c2906933,7,AluSz_chr21:25575495,SINE,Alu,intergenic,chr21,25561809,25575168,13359,+,ENSG00000234883.7,327,MIR155HG
chr21,25576042,25576188,MIRb_c2906934,6,MIRb_chr21:25576043,SINE,MIR,intergenic,chr21,25561809,25575168,13359,+,ENSG00000234883.7,875,MIR155HG
chr21,25577093,25577390,AluSq10_c2906937,6,AluSq10_chr21:25577094,SINE,Alu,intergenic,chr21,25561809,25575168,13359,+,ENSG00000234883.7,1926,MIR155HG
chr21,25577858,25578008,MER5A_c2906938,7,MER5A_chr21:25577859,DNA,hAT-Charlie,intergenic,chr21,25561809,25575168,13359,+,ENSG00000234883.7,2691,MIR155HG
chr21,25579296,25579492,L1ME4b_c2906939,6,L1ME4b_chr21:25579297,LINE,L1,intergenic,chr21,25582769,25583326,557,-,ENSG00000260583.1,3278,ENSG00000260583
chr21,25579479,25580019,L1ME3Cz_c2906940,8,L1ME3Cz_chr21:25579480,LINE,L1,intergenic,chr21,25582769,25583326,557,-,ENSG00000260583.1,2751,ENSG00000260583
chr21,25580173,25580466,AluY_c2906941,7,AluY_chr21:25580174,SINE,Alu,intergenic,chr21,25582769,25583326,557,-,ENSG00000260583.1,2304,ENSG00000260583
chr21,25580515,25580720,L1ME3Cz_c2906942,7,L1ME3Cz_chr21:25580516,LINE,L1,intergenic,chr21,25582769,25583326,557,-,ENSG00000260583.1,2050,ENSG00000260583
chr21,25580720,25581019,AluSq2_c2906943,5,AluSq2_chr21:25580721,SINE,Alu,intergenic,chr21,25582769,25583326,557,-,ENSG00000260583.1,1751,ENSG00000260583
chr21,25581019,25581342,L1ME3Cz_c2906944,6,L1ME3Cz_chr21:25581020,LINE,L1,intergenic,chr21,25582769,25583326,557,-,ENSG00000260583.1,1428,ENSG00000260583
chr21,25581342,25581650,AluSx_c2906945,5,AluSx_chr21:25581343,SINE,Alu,intergenic,chr21,25582769,25583326,557,-,ENSG00000260583.1,1120,ENSG00000260583
chr21,25581685,25581991,AluSz_c2906947,6,AluSz_chr21:25581686,SINE,Alu,intergenic,chr21,25582769,25583326,557,-,ENSG00000260583.1,779,ENSG00000260583
chr21,25583337,25583400,L1ME3Cz_c2906952,5,L1ME3Cz_chr21:25583338,LINE,L1,intergenic,chr21,25582769,25583326,557,-,ENSG00000260583.1,12,ENSG00000260583
chr21,25583894,25584868,HAL1_c2906953,8,HAL1_chr21:25583895,LINE,L1,intergenic,chr21,25582769,25583326,557,-,ENSG00000260583.1,569,ENSG00000260583
chr21,25584945,25585124,L1ME4b_c2906954,7,L1ME4b_chr21:25584946,LINE,L1,intergenic,chr21,25585655,25607517,21862,-,ENSG00000154719.14,532,MRPL39
chr21,25585127,25585337,MIR_c2906955,6,MIR_chr21:25585128,SINE,MIR,intergenic,chr21,25585655,25607517,21862,-,ENSG00000154719.14,319,MRPL39
chr21,29288415,29288715,MamTip2_c2913536,6,MamTip2_chr21:29288416,DNA,hAT-Tip100,intergenic,chr21,29193479,29288205,94726,+,ENSG00000215533.8,211,LINC00189
chr21,29364439,29364613,MLT1K_c2913661,5,MLT1K_chr21:29364440,LTR,ERVL-MaLR,intergenic,chr21,29351633,29361894,10261,+,ENSG00000248476.1,2546,BACH1-IT1
chr21,29379405,29379931,MER89_c2913694,5,MER89_chr21:29379406,LTR,ERV1,intergenic,chr21,29370058,29376339,6281,-,ENSG00000232118.2,3067,BACH1-AS1
chr21,29392190,29392813,SVA_A_c2913718,5,SVA_A_chr21:29392191,Retroposon,SVA,intergenic,chr21,29370058,29376339,6281,-,ENSG00000232118.2,15852,BACH1-AS1
chr21,29444183,29444744,L1PB1_c2913828,6,L1PB1_chr21:29444184,LINE,L1,intergenic,chr21,29496046,29500386,4340,+,ENSG00000234293.1,51303,BACH1-IT3
chr21,41359696,41360001,AluSz_c2936715,6,AluSz_chr21:41359697,SINE,Alu,intergenic,chr21,41316800,41357727,40927,+,ENSG00000183844.17,1970,FAM3B
chr21,41361199,41361298,MIR3_c2936716,5,MIR3_chr21:41361200,SINE,MIR,intergenic,chr21,41362006,41409393,47387,+,ENSG00000183486.14,709,MX2
chr21,41409616,41409976,MLT1B_c2936811,7,MLT1B_chr21:41409617,LTR,ERVL-MaLR,intergenic,chr21,41362006,41409393,47387,+,ENSG00000183486.14,224,MX2
chr21,41410156,41410340,MLT1H2_c2936812,5,MLT1H2_chr21:41410157,LTR,ERVL-MaLR,intergenic,chr21,41362006,41409393,47387,+,ENSG00000183486.14,764,MX2
chr21,41410452,41416379,L1PB1_c2936813,6,L1PB1_chr21:41410453,LINE,L1,intergenic,chr21,41362006,41409393,47387,+,ENSG00000183486.14,1060,MX2
chr21,44346916,44347262,MSTA_c2941917,5,MSTA_chr21:44346917,LTR,ERVL-MaLR,intergenic,chr21,44347766,44348295,529,-,ENSG00000260256.1,505,ENSG00000260256
chr22,18501378,18501664,MamRep38_c2953125,9,MamRep38_chr22:18501379,DNA,hAT,intergenic,chr22,18501793,18512187,10394,-,ENSG00000278044.1,130,FAM247B
chr22,18758689,18758975,MamRep38_c2953533,9,MamRep38_chr22:18758690,DNA,hAT,intergenic,chr22,18733913,18757906,23993,+,ENSG00000182824.7,784,FAM230E
chr22,18863972,18864258,MamRep38_c2953733,9,MamRep38_chr22:18863973,DNA,hAT,intergenic,chr22,18846810,18861049,14239,+,ENSG00000161103.11,2924,POM121L15P
chr22,18864322,18864436,L2c_c2953734,8,L2c_chr22:18864323,LINE,L2,intergenic,chr22,18846810,18861049,14239,+,ENSG00000161103.11,3274,POM121L15P
chr22,21192944,21193230,MamRep38_c2958131,9,MamRep38_chr22:21192945,DNA,hAT,intergenic,chr22,21193359,21203755,10396,-,ENSG00000290961.1,130,ENSG00000290961
chr22,21299918,21300196,MamRep38_c2958338,9,MamRep38_chr22:21299919,DNA,hAT,intergenic,chr22,21300989,21325042,24053,-,ENSG00000206142.9,794,FAM230H
chr22,21300265,21300379,L2c_c2958339,8,L2c_chr22:21300266,LINE,L2,intergenic,chr22,21300989,21325042,24053,-,ENSG00000206142.9,611,FAM230H
chr22,22441358,22442609,SVA_C_c2960615,5,SVA_C_chr22:22441359,Retroposon,SVA,intergenic,chr22,22446685,22448336,1651,+,ENSG00000230821.1,4077,ENSG00000230821
chr22,50543052,50543358,AluYm1_c3025221,6,AluYm1_chr22:50543053,SINE,Alu,intergenic,chr22,50541107,50543011,1904,+,ENSG00000273272.2,42,ENSG00000273272
chrX,265846,266156,AluY_c5305818,5,AluY_chrX:265847,SINE,Alu,intergenic,chrX,276321,303356,27035,+,ENSG00000182378.15,10166,PLCXD1
chrX,1703771,1709786,L1PA2_c5309584,5,L1PA2_chrX:1703772,LINE,L1,intergenic,chrX,1732583,1763212,30629,+,ENSG00000223511.7,22798,LINC02968
chrX,23786444,23786739,AluSz6_c5352887,5,AluSz6_chrX:23786445,SINE,Alu,intergenic,chrX,23783172,23786210,3038,+,ENSG00000130066.17,235,SAT1
chrX,30602731,30603899,SVA_F_c5365784,5,SVA_F_chrX:30602732,Retroposon,SVA,intergenic,chrX,30617453,30617693,240,+,ENSG00000178556.8,13555,CKS1BP6
chrX,39397263,39397513,MIR_c5380593,5,MIR_chrX:39397264,SINE,MIR,intergenic,chrX,39401251,39434824,33573,-,ENSG00000234191.1,3739,LINC01283
chrX,39397534,39397638,MamRep434_c5380594,6,MamRep434_chrX:39397535,DNA,TcMar-Tigger,intergenic,chrX,39401251,39434824,33573,-,ENSG00000234191.1,3614,LINC01283
chrX,39399559,39399907,MLT1G_c5380597,6,MLT1G_chrX:39399560,LTR,ERVL-MaLR,intergenic,chrX,39401251,39434824,33573,-,ENSG00000234191.1,1345,LINC01283
chrX,39400142,39400565,Charlie8_c5380598,5,Charlie8_chrX:39400143,DNA,hAT-Charlie,intergenic,chrX,39401251,39434824,33573,-,ENSG00000234191.1,687,LINC01283
chrX,40819054,40820305,HSMAR1_c5383891,6,HSMAR1_chrX:40819055,DNA,TcMar-Mariner,intergenic,chrX,40831843,40832562,719,-,ENSG00000237661.1,11539,TNIP2P1
chrX,40861961,40863670,SVA_A_c5383986,5,SVA_A_chrX:40861962,Retroposon,SVA,intergenic,chrX,40834484,40836005,1521,+,ENSG00000238222.3,25957,MKRN4P
chrX,44009473,44010636,L1PA13_c5390323,5,L1PA13_chrX:44009474,LINE,L1,intergenic,chrX,44029331,44030921,1590,+,ENSG00000214019.2,18696,RBM39P1
chrX,64013267,64019286,L1HS_c5420156,5,L1HS_chrX:64013268,LINE,L1,intergenic,chrX,64044304,64045058,754,+,ENSG00000232794.1,25019,HNRNPDP1
chrX,74411967,74413349,SVA_C_c5439306,5,SVA_C_chrX:74411968,Retroposon,SVA,intergenic,chrX,74409517,74410100,583,+,ENSG00000213695.3,1868,RPS7P14
chrX,103045603,103045891,AluSx1_c5482807,5,AluSx1_chrX:103045604,SINE,Alu,intergenic,chrX,103062650,103064171,1521,-,ENSG00000133169.6,16760,BEX1
chrX,109629298,109629423,CR1_Mam_c5494630,5,CR1_Mam_chrX:109629299,LINE,CR1,intergenic,chrX,109623699,109625172,1473,-,ENSG00000176076.7,4127,KCNE5
chrX,118343059,118343364,AluY_c5509914,5,AluY_chrX:118343060,SINE,Alu,intergenic,chrX,118346072,118449961,103889,+,ENSG00000131725.14,2709,WDR44
chrX,134946333,134946732,LTR7_c5541416,5,LTR7_chrX:134946334,LTR,ERV1,intergenic,chrX,134949548,134953382,3834,+,ENSG00000236091.1,2817,LINC02243
chrY,265846,266156,AluY_c5580428,5,AluY_chrY:265847,SINE,Alu,intergenic,chrY,276321,303356,27035,+,ENSG00000182378.15_PAR_Y,10166,PLCXD1
chrY,1703771,1709786,L1PA2_c5584195,5,L1PA2_chrY:1703772,LINE,L1,intergenic,chrY,1732583,1763212,30629,+,ENSG00000223511.7_PAR_Y,22798,LINC02968
chrY,15188660,15188957,AluY_c5604959,5,AluY_chrY:15188661,SINE,Alu,intergenic,chrY,15348661,15456074,107413,-,ENSG00000234620.1,159705,PUDPP1
chrY,16858152,16858468,AluYb8_c5607733,5,AluYb8_chrY:16858153,SINE,Alu,intergenic,chrY,16599729,16644539,44810,-,ENSG00000286201.1,213614,ENSG00000286201
