GeneName,GeneID,A549_Bacteria_Spn,A549_Virus_IAV,A549_Virus_RSV,A549_Virus_SARSCoV2,B_cell_Protozoa_Pf,B_cell_Virus_EBV,B_cell_Virus_HBV,Dendritic_Bacteria_Bpe,Dendritic_Bacteria_MTB,Dendritic_Bacteria_Sau,Dendritic_Protozoa_Pf,Dendritic_Virus_HBV,Liver_Virus_HBV,Macrophages_Bacteria_Lmo,Macrophages_Bacteria_MTB,Macrophages_Bacteria_NTHi,Macrophages_Bacteria_SalEn,Macrophages_Bacteria_SalTy,Macrophages_Fungi_Af,Macrophages_Virus_IAV,Macrophages_Virus_SARSCoV2,Monocyte_Bacteria_Lmo,Monocyte_Virus_RSV,PBMCs_Fungi_Af,PBMCs_Protozoa_Pf,T_cell_Virus_HBV,T_cell_Virus_HIV1,hSAEC_Virus_RSV,Huh.7_Virus_HCV
MTATP6P3,ENSG00000263483.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263485,ENSG00000263485.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263489,ENSG00000263489.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
RN7SL155P,ENSG00000263490.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263494,ENSG00000263494.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263499,ENSG00000263499.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263501,ENSG00000263501.1,/,/,Up,/,/,/,/,/,/,/,/,/,/,/,/,Down,/,/,/,/,/,/,/,/,/,/,/,/,/
MAPK8IP1P2,ENSG00000263503.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
SLC25A3P3,ENSG00000263505.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263508,ENSG00000263508.6,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR4497,ENSG00000263510.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR5699,ENSG00000263511.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR4311,ENSG00000263512.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
FAM72C,ENSG00000263513.6,/,/,Down,/,/,/,/,/,Down,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,Down,Down
MIR3668,ENSG00000263514.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR548AN,ENSG00000263515.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
LINC02563,ENSG00000263520.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR378G,ENSG00000263526.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR4526,ENSG00000263527.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/,/,/,/
IKBKE,ENSG00000263528.8,/,/,Up,/,/,/,/,/,Up,/,Up,/,/,/,/,/,/,/,/,/,Up,Up,/,/,/,/,/,Up,Up
RN7SL122P,ENSG00000263529.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263531,ENSG00000263531.1,/,/,Down,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Down,/,/,/,/,/,/,/,/,/,/,/
MIR4463,ENSG00000263533.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
AK4P1,ENSG00000263535.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,Up,/,/,Up,Up,/,/,/,/,/,/,/
RN7SL387P,ENSG00000263537.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR5582,ENSG00000263540.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263547,ENSG00000263547.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263551,ENSG00000263551.6,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
RN7SL383P,ENSG00000263556.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
RN7SL716P,ENSG00000263558.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR4704,ENSG00000263561.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
UBBP4,ENSG00000263563.8,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263567,ENSG00000263567.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263571,ENSG00000263571.3,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/
MIR7853,ENSG00000263572.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR4270,ENSG00000263573.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263574,ENSG00000263574.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR4665,ENSG00000263575.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Down,/,/,/,/,/,/
MIR548X2,ENSG00000263581.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR4522,ENSG00000263583.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR4480,ENSG00000263584.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263585,ENSG00000263585.1,/,/,Down,/,/,Up,/,/,/,/,/,/,/,/,/,Down,/,/,/,/,Down,/,/,/,/,/,/,Down,/
HID1-AS1,ENSG00000263586.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up
ENSG00000263588,ENSG00000263588.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
LINC02591,ENSG00000263590.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,Down,Down,/,/,/,/,/,Up,/
MIR4804,ENSG00000263593.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263594,ENSG00000263594.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
RN7SL823P,ENSG00000263595.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR3936,ENSG00000263597.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Down,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR3915,ENSG00000263600.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR3185,ENSG00000263602.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263603,ENSG00000263603.1,/,/,Down,/,/,/,/,/,Down,/,/,/,/,/,/,Down,/,Down,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263604,ENSG00000263604.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
CHORDC1P4,ENSG00000263606.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/
RN7SL353P,ENSG00000263608.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/,/,/,/,/,/
LINC02002,ENSG00000263609.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263611,ENSG00000263611.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263612,ENSG00000263612.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263613,ENSG00000263613.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR4306,ENSG00000263615.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Down
RN7SL178P,ENSG00000263616.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263618,ENSG00000263618.5,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263620,ENSG00000263620.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263622,ENSG00000263622.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263624,ENSG00000263624.1,/,/,/,/,/,/,/,/,Down,Down,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/,/,/,/
PPP4R1-AS1,ENSG00000263627.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR3155A,ENSG00000263628.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/,/,/,/
MIR5586,ENSG00000263629.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR378D1,ENSG00000263631.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR3919,ENSG00000263634.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263635,ENSG00000263635.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263637,ENSG00000263637.1,/,/,/,/,/,/,/,/,Down,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MSMB,ENSG00000263639.7,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/
MIR4777,ENSG00000263641.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,Down,/,/,/,/,/,/,/,/,/,/,/
MIR4802,ENSG00000263642.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR4515,ENSG00000263643.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263644,ENSG00000263644.1,/,/,Up,/,/,/,/,/,/,/,/,/,/,/,/,Down,/,/,/,/,/,/,/,Down,/,/,/,/,/
BPTFP1,ENSG00000263647.1,/,/,/,/,/,/,/,/,/,/,/,/,/,Down,/,/,/,/,/,/,Down,Down,/,/,/,/,/,Up,/
ENSG00000263648,ENSG00000263648.1,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/,/,Up,/
MIR3135B,ENSG00000263649.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR548AX,ENSG00000263652.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263655,ENSG00000263655.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263657,ENSG00000263657.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Down,/,/,/,/,Up,/,/,/,/,/,/,/,Down
SNORA70D,ENSG00000263666.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263667,ENSG00000263667.4,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
RN7SL470P,ENSG00000263669.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/,/,/,/
MIR4457,ENSG00000263670.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
RN7SL750P,ENSG00000263672.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263674,ENSG00000263674.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR5581,ENSG00000263675.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR4632,ENSG00000263676.1,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,Up,/,Up,/,/,Up,Up,/,/,/,/,/,/,/
ENSG00000263677,ENSG00000263677.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263680,ENSG00000263680.2,/,/,Up,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/,/,/,Up
MIR3197,ENSG00000263681.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263682,ENSG00000263682.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263683,ENSG00000263683.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,Up,/,/,/,/,/,/,Down
ENSG00000263684,ENSG00000263684.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263688,ENSG00000263688.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR548D2,ENSG00000263690.2,/,/,Up,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR3161,ENSG00000263693.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR3621,ENSG00000263697.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263698,ENSG00000263698.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Down,/,/,/,/,/,/
MIR5689,ENSG00000263705.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263707,ENSG00000263707.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263708,ENSG00000263708.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263709,ENSG00000263709.1,/,/,Down,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,Down,/,/,/,/,/,Down
LINC02864,ENSG00000263711.6,Down,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/
MIR4639,ENSG00000263712.1,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
LINC02210-CRHR1,ENSG00000263715.7,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Down,/,/,/,/,/,/,/,/,/,Up,/
SLC25A51P2,ENSG00000263716.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263717,ENSG00000263717.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
SEPTIN9-DT,ENSG00000263718.3,/,/,/,/,/,/,/,/,Down,/,/,/,/,/,/,Up,/,Up,/,/,Up,/,Down,/,/,/,/,Up,/
ENSG00000263720,ENSG00000263720.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
SNORD39,ENSG00000263723.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
DLGAP1-AS3,ENSG00000263724.2,/,/,/,/,/,/,/,/,Down,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Down,/,/,/,/,/
FTLP13,ENSG00000263725.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263727,ENSG00000263727.1,/,/,Down,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263729,ENSG00000263729.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR3937,ENSG00000263730.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263731,ENSG00000263731.1,Up,/,Down,/,/,/,/,/,/,Down,/,/,/,/,/,Down,/,/,/,/,/,/,/,/,/,/,/,Down,/
ENSG00000263733,ENSG00000263733.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR4643,ENSG00000263734.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR4662B,ENSG00000263735.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
RN7SL4P,ENSG00000263740.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/,/,/,/
MIR548AS,ENSG00000263741.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR3165,ENSG00000263742.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR3664,ENSG00000263744.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263745,ENSG00000263745.7,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/
MIR4277,ENSG00000263746.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
EXOGP1,ENSG00000263748.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
OOSP1P2,ENSG00000263749.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR548AV,ENSG00000263750.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR3133,ENSG00000263752.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
LINC00667,ENSG00000263753.10,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
RN7SL498P,ENSG00000263755.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263756,ENSG00000263756.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/,/,/,/,Up,/
GDF2,ENSG00000263761.3,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR4286,ENSG00000263762.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR3686,ENSG00000263763.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
SNORD43,ENSG00000263764.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/,/,Down,/
ENSG00000263765,ENSG00000263765.5,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
KPNB1-DT,ENSG00000263766.6,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,Up,/
ENSG00000263772,ENSG00000263772.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
SNORA4,ENSG00000263776.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/
ENSG00000263781,ENSG00000263781.3,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR5590,ENSG00000263783.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR3182,ENSG00000263785.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263786,ENSG00000263786.1,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
SKAP1-AS1,ENSG00000263787.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263788,ENSG00000263788.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR4473,ENSG00000263790.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR3115,ENSG00000263793.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
RN7SL457P,ENSG00000263794.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR5100,ENSG00000263795.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263797,ENSG00000263797.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263798,ENSG00000263798.2,/,/,/,/,/,/,/,/,Down,/,/,/,/,/,/,/,/,/,/,/,/,Down,/,/,/,/,/,Down,/
MIR5684,ENSG00000263800.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263809,ENSG00000263809.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Down,/,/,/,/,/,Down,/,/,/,/,/,/,/
MIR3675,ENSG00000263811.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR3679,ENSG00000263813.1,/,/,Up,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
RN7SL426P,ENSG00000263815.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR548AW,ENSG00000263816.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
RDM1P5,ENSG00000263818.5,/,/,Down,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Down,/,/,/,/,Down,/
ENSG00000263821,ENSG00000263821.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263823,ENSG00000263823.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Up,/
ENSG00000263826,ENSG00000263826.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR4439,ENSG00000263828.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Down,/,/,/,/,/,/,/,/,/,/,/,/,/
SINHCAFP1,ENSG00000263829.1,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/,Up,/,/,/,/,/,/,/,/,/,/,/
MIR378E,ENSG00000263831.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIR4635,ENSG00000263834.1,/,/,/,/,/,/,/,/,Down,/,/,/,/,/,/,/,/,/,/,/,Down,/,/,/,/,/,/,/,/
MIR4698,ENSG00000263838.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
RN7SL44P,ENSG00000263841.2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
MIF4GD-DT,ENSG00000263843.1,/,/,Down,/,/,/,/,/,/,/,/,/,/,/,/,Down,Down,Down,/,/,Up,Down,/,/,/,/,/,Down,/
CIAPIN1P,ENSG00000263846.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
ENSG00000263847,ENSG00000263847.1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
